,berita,categories,berantai,topik,jenis,,,
343,"INFO LOWONGAN KERJA pemandi jenazah dan perawatan jenazah di RSUD PASAR REBO

USIA MAKSIMAL 35 TH
KTP Jabodetabek
Memiliki ijazah
Tinggi badan minimal 168 cm
Memiliki NPWP
Surat lamaran
Daftar Riwayat hidup
Surat Kesehatan dan bebas Narkoba
SKCK terbaru dari kepolisian
Foto berwarna 4×6
FASILITAS

Jam kerja 3 sift
-Pagi 06.00-14.00

-siang 14.00-21.00

-malem 21.00-06.30

Gaji UMK DKI
BPJS Kesehatan
BPJS Pensiun
Mendapat makan
Kontrak PEMDA DKI bukan outsorsing
Tidak di pungut biaya",salah,tidak berantai,ekonomi,[fabricated content],,,
344,"“Assalamu’alaikum wr wb.
Bpk ibu mohon untuk memberitahukan kepada putra-putrinya mulai nanti malam dilarang berkeliaran diluar rumah atau berkerumun ditempat2 keramaian karena Bapak Walikota Pekalongan bersama satpol PP dan Satgas Covid 19 akan Razia keliling dg mpbil GDS(Gerakan Siswa Disiplin)bagi yg terjaring akan diangkut di mobil untuk dikarantina , wali murid dan gurunya akan dipanggil juga, Razia masker bagi yang tidak memakai masker disuruh menyemprot lingkungan radius 1000 meter . Mohon untuk di Share di Paguyuban hari ini juga. Terima kasih. Wassalamu’alaikum wr.wb”",salah,berantai,lain,[false context],,,
345,,salah,,,[false context],,,
346,"Assalamualaikum

Mohon Maaf Menggangu Aktifitas bpk/ibu.

Selamat Anda TKW/TKI Dari Emirat Yang Terpilih Mendapatkan Dana Santunan AED.30.000 Ribu Dirham Dari Badan Perlindungan Pekerja Migran Indonesia (BP2MI)

Dalam Ranka Program BPJS Jaminan Kesehatan dan Kedisiplinan Dalam Bekerja Tahun 2019/2020.

Untuk Pengambilan Dana Santunan Silahkan Ibu Hubungi/Inbox Nomor Nomor Whatsapp:

+62823-5154-6633

DRS.EKO WIJAYA,Msi

Ketua umu kantor (BP2MI)",salah,tidak berantai,ekonomi,[fabricated content],,,
347,,salah,,,[fabricated content],,,
348,,salah,,,[fabricated content],,,
349,,salah,,,[misleading content],,,
350,,salah,,,[false context],,,
351,,salah,,,[fabricated content],,,
352,,salah,,,[false context],,,
353,"SITUBONDO LOCKDOWN

Mulai mala mini sudah ada penjagaan gabungan TNI, POLRI dan PEMKAB di 4 Titik

1 , Ujung Barat Hotel Utama Raya

2, Pertigaan Suboh menuju Bondowoso

3, Perbatasan Bondowoso – Situbondo (Desa Kalibagor)

4. Di Wilayah Timu Banyuputih – Banyuwangi (TN. Baluran)

Diberitahukan pada saudara” kita yg diluar kota.

Jangan Mudik…

Karena akan di Isolasi selama 14 hari + 14 hari (28 hari)

Isolasi sudah disiapkan di

Sidomuncul 2 dg penjagaan yg sangat ketat

Demikian Info",salah,tidak berantai,lain,[fabricated content],,,
354,,salah,,,[fabricated content],,,
355,"“Ternyata virus corona dapat diobati dengan cara berendam di “AIR LAUT”….!!
saya merasa saya kuat saya bisa.tdk ada satupun tempat yg mau menerima saya
dan pada ahirnya saya pergi ke tepi laut.setiap siang saya berendam dan berjemur ditepi laut selama seminggu berturut turut dengan wktu dua jam perhari
Alhamdulillah batuk saya hilang nafas saya seperti biasa nya.
kepala saya pun kembali enteng suhu tubuh saya normal.
Saya cekup ke RS Rawat inap pasien covid 19.
Alhamdlllh saya ternyata saya dinyatakan negatif cofid 19.
padahal sblmya saya dinyatakan positif covid 19.”

Petunjuk dari dr erlina burhan",salah,tidak berantai,kesehatan,[misleading content],,,
356,,salah,,,[misleading content],,,
357,,salah,,,[misleading content],,,
358,,salah,,,[misleading content],,,
359,,salah,,,[misleading content],,,
360,,salah,,,[fabricated content],,,
361,"Breaking news buat rekan2 yg mau berangkat ke Singapore

Mulai sekarang setiap penyumpang yg mendarat di Changi Airport harus di test air liurnya dan bila ternyata di-suspect Covid-19, maka harus langsung di-karantina selama minimal 14 hari di RS se-tempat atas biaya sendiri.

Pemerintah Singapura akan mulai menagih biaya perawatan wara asing, termasuk warga negara Indonesia, yang terjangkit virus corona atau COVID-19. Ongkos perawatan di rumah sakit Singapura bisa mencapai lebih dari Rp 80 juta.

Jadi pastikan sebelum berangkat ke Singapore, anda dlm kondisi sehat 100% Atau buka kartu PPH Plus Gold dulu H-30.

Hubungi: WIRAWAN T 08161313375

Atau INGGRIS S. 08161846128",salah,tidak berantai,kesehatan,[misleading content],,,
362,"Disampaikan arahan Gubernur terkait CoviD 19 :

PENCEGAHAN :

Skenario pembatasan interaksi terkait penyebaran Covic Pemprov. DKI Jakarta

Langkah2 pembatasan :

1. Aktifitas sekolah dihentikan atau dibatasi

2. Isolasi daerah epicentral

3. Larangan pergi ke tempat keramaian

4. Pembatalan izin yg sudah dikeluarkan oleh pemprov dan siapkan prosedur pembatalan.

5. Penutupan berbagai aktivitas publik

6. Pembatasan jam buka restaurant

Arahan jangka pendek/langsung :

1. Tidak ada lagi salam2an

2. Laksanakan Ingub 16 Tahun 2020

3. Seluruh fasilitas Pemprov harus disediakan sabun cuci tangan dan disinfektan

4. HBKB 2 minggu ke depan ditiadakan

5. Perketat pembatasan acara2 publik

6. Batalkan seluruh acara yg berisiko penyebaran Covid 19

7. Semua PNS DKI yg menjalani karantina atau dirawat krn terjangkit atau diduga terjangkit TKD tidak akan dipotong , dengan beban kerja disesuaikan

Daerah dgn potensi Covid 19 :

1. Setia Budi

2. Pancoran

3. Mampang

4. Penjaringan

5. Kembangan",salah,tidak berantai,kesehatan,[misleading content],,,
363,,salah,,,[misleading content],,,
364,"Assalamualaikum menginformasikan pelaksanaan PSBB (Pembatasan Sosial Berskala Besar) akan mulai pada Hari Rabu tgl 23 April 2020

Pos Cek Point

1. Terminal Kepandean

2. Taktakan

3. Tol Serang Timur

4.  Terminal Pakupatan

5. Pombensin Kalodran

6. Sawah Luhur

7. /4tan Boru

8. Palima

Terima kasih

Taati himbauan pemerintah demi keselamatan bersama..

Ayo kita bisa memerangi covid19 ini dgn cara *pakai Masker, Biasakan cuci

tangan, sosial distansi dan Lockdown*",salah,tidak berantai,lain,[false context],,,
365,,salah,,,[fabricated content],,,
366,"”Resmi dinyatakan oleh WHO bahwa covid-19 tidak lagi hanya ditularkan lewat droplet atau titik air berisi vorus dari batuk dan bersin, tetapi sekarang virus tersebut dari hasil penelitian bisa bertahan di udara, melayang-layang sampai 8 jam sesudah keluar dari tubuh penderita saat bersin atau batuk, tidak lagi butuh medium cairan untuk bertahan.

Di ruangan tertutup, lebih lama lagi dia bertahan dan lebih cepat medarat ditubuh orang yang belum kena karena udara yang berputar disitu-situ saja.

Maka, Bapak dan Ibu tolong kita ikuti protokol yang semakin ketat ini yaitu bahwa kalau kita keluar, biarpun tidak ke kerumunan massa, WAJIB pakai masker untuk saling melindungi satu sama lain karena menurut WHO ada satu golongan baru dalam proses penularan wabah ini yaitu OTG (orang tanpa gejala): suhu tubuh normal, tidak batu tapi sudah membawa virus karena daya tahan tubuhnya cukup kuat.

Siapa di antara kita yang sempat berpergian ke wilayah zona merah atau wilayah yang sudah ada warganya positif Covid-19, bisa jasi sudah menjadi OTG.

Maka kita lindungi orang lain dari virus yang kita bawa itu.

Semoga tidak ada satupun dari kita kena, sampai wabah ini tuntas diselesaikan, dengan mengikuti aturan atau protocol yang mungkin akan semakin ketat.

Terima kasih,

Jubir Pemerintah:

Sesuai rekomendasi WHO, mulai hari ini semua gunakan masker.”",salah,tidak berantai,kesehatan,[misleading content],,,
367,,salah,,,[misleading content],,,
368,,salah,,,[fabricated content],,,
369,,salah,,,[fabricated content],,,
370,,salah,,,[false context],,,
371,,salah,,,[fabricated content],,,
372,"Dapet Info dari Client, Virus Corona udah sampe sini. di Apartement TA udah ada org wuhan yg kena tp management tutup2i. Supaya mall bs beroperasi dan mrk ga rugi. barusan bgt dpt info dr client saya yg suaminya org cina, mrk ada komunitas org cina di indo dan mrk kasih tau utk jauhi apartement TA dan sekitarnya. kmrn2 pake masker, jgn pergi dlu ke mall.. org wuhan jg baru ada yg dtng di daerah thamrin krn ada perusahaan yg dr wuhan byk yg masuk. Kalo mau keluar2 sekarang mending pakai masker. Mulai stok makanan dirumah. Tolong beritahukan keluarga dan teman2. Stay safe dan berdoa minta perlindungan Tuyhan.",benar,berantai,kesehatan,valid,,,
373,"Innalillahi wa Inna Illaihi roji’un
Assalammu’alaikum Wr Wb
Breaking News : Meneruskan info dr Ibu2 Dubes KBRI KL
Tolong beritahu adek2, suami, isteri dan semua teman2 Perhatian ; Mulai saat ini jangan makan pruduksi luar dulu apa pun jenis nya , khususnya produksi luar negeri cina Karena kemungkinan besar pekerja pabrik tersebut pengidap virus carona dan bisa jadi jatuh keringat mereka masuk ke dalam kalengan2 itu , serta virus corona yg saat ini masih jadi masalah besar dunia telah diketahui DepKes dunia sehingga makanan tersebut telah banyak di sita tpi lebih banyak yg sdh terlajur diekspor juga, Setelah terima ini cepat kirim ke saudara2 n teman2 semua. Agar tidak konsumsi makanan apapun yg dari luar….. Demi keselamatan kita semua. Info dr ibu dubes KBRI
( Kementrian Kesehatan RI)
{semoga bermanfaat}. Mohon bantu share ya..🙏🙏
[ ‼‼WARNING‼‼
Tolong disebar luas kan
Mohon ijin info Ikatan Dokter Indonesia (IDI), menginformasikan bahwa saat ini wabah mematikan hanya butuh penanganan cepat
dan masih banyak makanan yg produksi luar
Info:
RS Fatmawati , RSCM , RS Siloam , All RS
Nara sumber :
Dr. H. Ismuhadi, MPH

Mohon dishare, sayangi keluarga anda.",salah,berantai,kesehatan,[misleading content],,,
374,,salah,,,[fabricated content],,,
375,,salah,,,[fabricated content],,,
376,Yg lewat Fatmawati tdk menggunakan masker akan di hukum peti mati selama 5 mnt……. Bagaimana gaesss msh gk mau pake masker?????,salah,tidak berantai,lain,[false context],,,
377,"Barusan dishare dari group faskes rs sedepok, baru Suspek, masih diteliti lebih lanjut.

Toraknya si pneumonia mirip tapi masih tunggu pemeriksaan lebih lanjut.

Org Pancoran Mas. Dia abis dr Cina. Dia MCU ke Permata. Tp dh di isolasi kyna, tapi dah dikarantina infonya penelitian lebih lanjut.",salah,tidak berantai,kesehatan,[fabricated content],,,
378,Srius kagak si di t3. Aku di domstik t3 GA aman aj si #INA_CoronaVirusAlert dan Aku masih percya dan tdak prcya ini,salah,tidak berantai,lain,[false context],,,
379,Pak tolong diinformasukan kepada teman@ taxol maupun konven….bila jemput pnumpang di sarjito diharuskan memakai masker…sehubungan dengan penyebaran virus seperti Wuhan dari China…pagi ini sudah ada 2 perawat yg tertular…terima kasih,salah,tidak berantai,kesehatan,[fabricated content],,,
380,,salah,,,[false context],,,
381,"INNALILLAHI; Kabar Duka Dari Ustaz Yusuf, Semoga Husnul Hotima",salah,tidak berantai,lain,[fabricated content],,,
382,"Barang yang dikirim melalui jasa Jalur (JNE), pihak JNE menyediakan layanan asuransi bagi para pelanggan. Dengan asuransi tersebut, Setiap Barang Yang Berjumlah 5 Dus Harus Melengkapi Asuransi Selama PSBBKarnah Barang ditahan dalam pengiriman jika tidak menyertai dengan Asuransi selaku pelanggan dibebankan untuk semnetara sesuai aturan yang diberlakukan oleh JNE mengurus biaya asuransi sementara senilai rp1.750.000 dan biaya asuransi ini hanya biaya yang bersifat semnetara yang dibebankan kepada pemilik barang",salah,tidak berantai,lain,[fabricated content],,,
383,,salah,,,[manipulated content],,,
384,"🙏Tolong bantu dikasih tahu ke saudara² kita yg kena covid 19..

🙏Ini obat pemberian dari TUHAN yg mudah didapat yg sangat manjur..

🥥 1 biji air kelapa muda 🍈 1 biji jeruk nipis diperas 🥄1 sendok makan garam

Semuanya diaduk dan diminum airnya... dijamin 1 jam kemudian virusnya akan hilang....

🙏Mudah mudahan semua dalam keadaan sehat walafiat..Tuhan memberkati..

🙏Info dari teman yg kakaknya di kota Bau Bau Sulawesi Tenggara..obat herbal ini sangat manjur.....

Bisa di infokan ke saudara,teman atau keluarga kita terima kasih.....🙏🙏🙏

Obat Covid-19
1 buah air kelapa
1 buah jeruk nipis
1 sendok makan garam
2 sendok madu

Garam obat covid 19",salah,berantai,kesehatan,[misleading content],,,
385,,salah,,,[false context],,,
386,"Hari ini Tim Dokter China sudah tiba Indonesia 👍👍👍
Infonya Tempat dan lokasi Treatment juga sdh disiapkan di seluruh daerah. Alat test dan obat nya juga sdg di distribusikan.
Lokasi untuk rawat pasien positive covid-19 sedang di renovasi ada di Wisma atlit yg dibangun a hok dekat R.S Mitra kemayoran.",salah,tidak berantai,kesehatan,[misleading content],,,
387,,salah,,,[impostor content],,,
388,"Just info:

Kantor pusat Kawan Lama di Meruya, Jakarta Barat ditutup per hari ini setelah salah seorang direksi meninggal kemarin sore akibat Covid-19. Kontak erat dengan almarhum sudah diketahui 10-orang positif terpapar. Tindakan selanjutnya seluruh karyawan yang berkantor digedung tersebut akan dilakukan RT sampai PCR. Kebijakan selanjutnya menutup akses Head office ke seluruh cabang, toko dan warehouse. Jumlah karyawan di gedung  tersebut 2.986 orang.

👆 KAWAN LAMA ini 2 group dg ACE hardware …. HATI2 teman2 -covid19 tidak kelihatan DAN juga ada di tempat2 elite / kelihatannya bersih 😢😢😢",salah,tidak berantai,kesehatan,[false context],,,
389,"_Pemerintah Menyediakan Laptop Gratis Untuk Siswa dan Guru._
*_Klik Di Bawah Ini untuk Memesan Laptop Gratis Anda Sekarang_*
👉 _http://laptops.offers247.online/id_

notebook gratis

Pemerintah Menyediakan Laptop Gratis Untuk Siswa dan Guru.
*Klik Di Bawah Ini untuk Memesan Laptop Gratis Anda Sekarang*
👉 http://laptops.offers247.online/id

""Bro ini mayan ada* Give Away Laptop GAHARRR EYYY* .. *GRATISSS!!!* .. dan syaratnya pun GAMPAANNGGG BANGEETTT .. Jadi kamu WAJIB bin HARUSS untuk ikutan Give Away ini.. Cara ikutannya langsung sajah klik link ini https://urlqu.com/@eksekutifcomp/formulir/give-away-laptop-gaharrr93a2e?ref=10076016bfdd61838534",salah,tidak berantai,pendidikan,[fabricated content],,,
390,,salah,,,[false context],,,
391,"Ass Wr Wb, 
Bpk/ibu Ketua RT dan RW. Mohon diinformasikan ke Warga, Saudara. Keluarga dan kenalan Anda !!!
Baru saja mendapat pesan. Sebuah peringatan !! 
Sekarang ada yang baru dan sedang terjadi. Orang datang dari pintu ke pintu dan membagikan masker. Mereka mengatakan:  ""Ini ada pembagian masker dari pemerintah"". ( Hal itu tidak benar) Mereka meminta Anda mengenakan masker untuk difoto/ dilihat apakah masker tersebut cocok untuk Anda. ( Sebagai laporan klo masker sudah sampai alamat ) masker yg sudah diberi bius, lalu mereka merampok !! Tolong jangan ambil masker dari orang asing. Ingat, teman-teman, ini adalah waktu yang kritis, orang-orang putus asa, tingkat kejahatan meningkat selama periode Covid-19. Harap berhati-hati !!! setidaknya informasi ini mungkin bisa berguna dan bermanfaat, mohon maaf bila ada salah kata🙏🙏🙏Waspada waspada lah pada siapapun yg kita belum mengenalnya ..",salah,berantai,lain,[false context],,kejahatan,
392,"Assalamu'allaikum... Selamat sore malam adek syifa 😊. Sehubungan dengan adanya PSBB karena Covid 19. Ijinkan Saya Ayu Sofia Anggraeni.., mahasiswa akhir imu Psikologi Univ. Brawijaya. Saya sedang melakukan penelitian online tentang ""analisa pengaruh bentuk kaki terhadap karakter dan kesehatan wanita"". Saya hanya butuh foto kakinya adek. Mohon bantuan dan responnya ya 🙏, bantuan adek sangat berarti bagi saya.. Terima kasih.",salah,tidak berantai,pendidikan,[fabricated content],,,
393,,salah,tidak berantai,lain,[false context],,kejahatan,penipuan
394,"WOW! Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker untuk semua orang, Dapatkan milik Anda di sini GRATIS.

https://adidas.co-shoes.club/id

_WOW! *Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker untuk semua orang*, Dapatkan milik Anda di sini GRATIS

_WOW! *Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker untuk semua orang*

_WOW! Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker untuk semua orang

_WOW! *Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker untuk semua orang*

WOW! Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker untuk
semua orang, Dapatkan milik Anda di sini GRATIS
http://adidas-id.offers247.online

_WOW! *Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker untuk semua orang*, Dapatkan milik Anda di sini GRATIS_
_http://adidas-id.offers247.online_",salah,tidak berantai,lain,[fabricated content],,kejahatan,penipuan
395,,salah,,,[fabricated content],,,
396,,salah,,,[fabricated content],,,
397,Info hari ini usahakan hindari berkunjung ke Transmart hari ini instruksi Gubernur akan di tutup selama 10 hri di karenakan belasan orang terpapar positif COVID-19. Hari ini Pol-PP berkoordinasi dgn Polda dan pangdam akan menutup transmart demikian utk di sampaikan ke keluarga kita masing2.. utk semnetra jgn berkunjung ke sana dlu. Tks.,salah,berantai,kesehatan,[false context],,,
398,"INFO LOWONGAN KERJA

PUSKESMAS WATES

Dibutuhkan Segera Dalam Posisi

Tenaga Kesehatan
(D3 Keperawatan)

Asisten Farmasi
(Perempuan ijazah SMK Sederajat)

Staff Laboratorium Vaksin
(Perempuan SMK Sederajat)",salah,tidak berantai,lain,[fabricated content],,,
399,"Info bapak, hinndari Citos byk karyawannya terpapar covid19 ,ini ada satu karyawannya masih sdg di isolasi di rumahnya menunggu tim medis evakuasi ,hasil swab positif .Area Citos rawan",salah,tidak berantai,kesehatan,[misleading content],,,
400,"BIADAB BANGET PERLAKUAN MEREKA SAMA JENAZAH MUSLIM ‼️‼️‼️
😡😡😡
• • • • • •

Gugus tugas Covid-19 menyatakan Jenazah sdh dimandikan dan dikafani dan segera dimakamkan sesuai prosedur Covid-19

Keluarga tidak terima karena Almarhum meninggal akibat serangan jantung. Peti dibuka paksa oleh pihak keluarga ternyata keadaan jenazah belum dikafani, kondisi masih memakai Baju dan Sarung seperti saat diantar ke RS

( Kejadian di Madura )",salah,tidak berantai,lain,[misleading content],,,
401,,salah,,,[misleading content],,,
402,"Dokter hadio ali khazatsin meninggal dunia

THE LAST MOMENT DOKTER HADIO

Oleh: Birgaldo Sinaga

Saya bergidik mendapat kiriman foto pertemuan terakhir dokter Hadio dengan dua anaknya yang masih kecil dan istrinya yang masih mengandung.

Dokter Hadio Ali Khazatsin, seorang neurolog bertugas di RS Priemier Bintaro. Dua minggu lalu, banyak pasien terpapar Virus Corona masuk rumah sakit.

Dokter Hadio turun tangan ikut menyelamatkan para penderita Covid 19.

Sayangnya beberapa hari setelah menangani pasien, Dokter Hadio positif terpapar Covid 19. Ia dikarantina. Ia diisolasi di RS Persahabatan.

Kerinduan yang membuncah pada anak istrinya tak tertahankan. Ia meminta izin pulang. Hanya untuk melihat dua buah hati dan istrinya yang masih mengandung.

Dokter Hadio tahu ia tidak boleh dekat dengan anak istrinya. Sesampai di depan pagar kayu berwarna coklat rumahnya, Dokter Hadio menelepon istrinya.

Ia mengabarkan sudah tiba di depan rumah. Ia meminta anak istrinya keluar rumah. Tapi ia meminta mereka tetap di teras depan pintu. Tidak boleh keluar.

Kedua anaknya berteriak kegirangan. Sudah lama buah hatinya ini ditinggal ayahnya.

Kedua bocah kecil itu patuh pada perintah ayahnya. Mereka tetap berdiri di depan teras. Istrinya juga demikian.

Di depan pagar pintu, dokter Hadio berdiri dengan kedua tangan di belakang.

Mulutnya terbungkus masker.
Dari jarak 5 meter, ayah, ibu dan dua anak ini saling tatap. Tanpa suara. Hanya mata saling berbicara.

""Duhai..anak-anakku dan istriku...papa sangat mencintai kalian. Bersabar dan kuat ya"", batin dokter Hadio berbisik.

Dua anaknya hanya bisa memandang dari jauh. Mereka belum mengerti apa yang terjadi. Mereka belum mengerti mengapa ayahnya tidak berlari menyambut dan menggendong mereka.

Istri dokter Hadio punya firasat. Ia dengan cepat mengabadikan momen tak terlupakan ini. Ia mengambil hape. Memotret seketika. Dan ini menjadi momen terakhir pertemuan mereka.

""Selamat tinggal sayang..jaga anak2 kita ya sayang. I love you"", ujar dokter Hadio lirih sambil melambaikan tangannya.
Dokter Hadio masuk mobil berwarna biru tua. Di dalam mobil batinnya bergolak. Mengharu biru.

Mata saya berkaca-kaca saat melihat foto ini. Really sad.

Dokter Hadio selamat jalan ya...
Kami semua mencintai dan mendoakan dokter yang terbaik..

Love you dokter...

Salam perjuangan penuh cinta

Birgaldo Sinaga",salah,tidak berantai,lain,[false context],,,
403,"halo mafindo... dengan kekhawatiran kami terhadap TKA China yang masuk ke Indonesia dikarenakan wabah virus corona yang makin bertambah, mohon diinformasikan berita yang hoax yang mana ya? terimakasih.",salah,tidak berantai,lain,[false connection],,,
404,"Draft pergub yg baru, yg katanya 25% akan dibayarkan di triwulan 2, dihapus, jd tunjangan hanya 35% saja yang 65% harus diikhlaskan karena untuk kepentingan warga DKI",salah,tidak berantai,ekonomi,[false context],,,
405,"Penjemputan warga ampel boyolali+71 orang posif corona.. Ke rumah sakit Muwardi solo Boyolali sudah tidak tertampung lagi. Klaster orang abis hajatan semua biaya di bebankan yyang punya hajat….

Ya alloh menopo ingkang bade damel ya alloh",salah,tidak berantai,lain,[false context],,,
406,"Saya suka dengan masker yang diberikan Adidas ini. 👀
http://smaII[dot]ru/adidas/”

Apakah adidas membagikan masker secara gratis?
Mohon maaf 🙏🏻 apakah adidas membagikan masker gratis?",salah,tidak berantai,ekonomi,[fabricated content],,,
407,"Yth.Seluruh Anggota  Grup

Sesuai Instruksi Gubernur DKI Jakarta
Hasil Rapat Tim Gugus Tugas Covid 19 DKI Jakarta sbb:

1. Akan diadakan PENILANGAN bagi yg tidak bermasker di muka umum TMT 27 Juli s.d 9 Agustus 2020 (14 hr) sebesar Rp.200.000 s.d Rp.250.000 

2. Penilangan akan dilakukan Satpol PP, Polisi dan TNI atas nama GUGUS TUGAS.

3. Pengecualian jika:
    a. Sedang Pidato
    b. Sedang makan/
    minum
    c. Sedang Olga 
    kardio tinggi(Olga 
    joging untuk perkuat 
   Jantung/Paru²).
   d. Sedang Sesi foto 
    sesaat.

4. Proses tilang berdenda ini & Kwitansi akan menggunakan e-tilang Via apps PIKOBAR. Dana denda akan masuk ke Kas Daerah sesuai peraturan.

5.  Selama 14 hari ini mari kita saling mengingatkan dan saling memberi Masker & mari lebih disiplin jika tidak ingin terkena denda. 

Demikian yang perlu disampaikan, agar dipatuhi dan disampaikan juga ke keluarga/Handai Taulan masing².
Bila dilapangan terjadi penilangan thd Kita ataupun keluarga tdk perlu NGOTOT ataupun keras kepala, lebih baik dipatuhi/ikuti.

Notes
- Walaupun instruksi Gubernur tentang Denda berlaku nanti tgl 27 Juli 2020, alangkah baiknya mulai dari Sekarang kita membiasakan untuk DISIPLIN lebih dulu, sehingga pada saat pelaksanaannya tdk Kaget lagi.

( Silahkan di Share kpd keluarga/Teman/Kerabat lainnya).",salah,tidak berantai,lain,[fabricated content],,,
408,,salah,,,[false context],,,
409,"jamur dan terong tidak boleh dikonsumsi bersama
Hoaks atau bukan?",salah,tidak berantai,kesehatan,[false context],,,
410,"Assalamualaikum wr wb
Temen2 spesialis....
Just Info...
Beberapa rumah sakit terpaksa ditutup karena karyawan positif
Cobtoh
1. Rsud Kalideres, 8 karyawan positif, sementara rumah sakit ditutup 1 mg
2. Rsud pasar rebo, 20 karyawan positif, beberapa poli ditutup
3. Rsud Depok...12 karyawan positif... semua poli tutup
Berdasarkan evaluasi..... Ternyata mereka yang positif didapat waktu makan bergerombol tanpa masker, 🙏
Mohon kita saling mengingatkan
Perawat2 kita, yg masih sering bergerombol makan bareng dan ngobrol.... 🙏 🙏 🙏 🙏
Ini info 2 hari yl, para Nakes sdh cape, sdh mulai cuek, hati2 sobats, RS bisa jd cluster2 baru. 😓",salah,tidak berantai,kesehatan,[misleading content],,,
411,,salah,,,[fabricated content],,,
412,"“*HATI2 MAKAN NASI PADANG*

Nasi Padang sumber penularan virus Covid-19 . Coba bayangi tiap meja tamu2 mkn dak habis sisa2 dikembalikan lagi dan di sajikan lag ke tamu berikutnya ! pun demikian yg bungkus juga bekas2 air liur tamu2 yg mungkin ada yg virus corona ? biasa selesai mkn tamu2 ngobrol2 dulu dan hidangan di meja blm diangkat ? hujan rintik2 lah di hidangan tsb . paling rentang penularan virus corola . “",salah,tidak berantai,kesehatan,[manipulated content],,,
413,"Assalamualaikum
Saya ingin mencari informasi tentang hantavirus di china
Apakah itu benar?",salah,tidak berantai,kesehatan,[misleading content],,,
414,"Kami dari kepolisian negara republik indonesia menghibau kepada seluruh masyarakat indonesia tetap waspada dan berhati hati: Perhatian bagi pengguna FACEBOOK dan WA!!! TV ONE baru saja mengeluarkan berita bahwa hacker sudah mulai masuk facebook dan Wa. Dan mereka menempatkan video seks memakai nama anda pada teman teman anda, tanpa anda mengetahuinya. Anda tidak dapat melihatnya, namun orang lain bisa melihatnya seolah olah anda yg mempublikasikannya. Jadi, jika anda menerima suatu video (barangkali atas nama saya), maka itu bukan saya!!

Nb: Sebarkan berita ini, demi keamanan akun anda.Terimakasih

Viedio Porno",salah,tidak berantai,lain,[fabricated content],,kejahatan,
415,Belanja pakai kantong plastik kena denda 250k walau kita bawa dari rumah. Depan toko / mal ada kontrol dari pemda. HATI2,salah,tidak berantai,lain,[false context],,,
416,"Rekan2 di Jkt dan sekitarnya…. mohon berhati2 ya……
Saat ini Jkt dan sekitarnya penularan Covid meningkat.
Dirut RSUI bersama 2 Direktur RSUI lainnya dan
10 staff RSUI saat ini dirawat di RSUI terkena 
Covid.
Banyak perawat di RS Swasta di Jkt saat ini terjangkit Covid.
Semoga diberi kesembuhan 🙏
Kiranya kita semua waspada….
",salah,tidak berantai,kesehatan,[fabricated content],,,
417,,salah,,,[manipulated content],,,
418,,salah,,,[misleading content],,,
419,"Hari ini, dua matahari muncul di perbatasan antara Amerika Serikat dan Kanada, satu adalah matahari asli dan yang lainnya adalah bulan.
Fenomena ini disebut “Lunar Hunter” dan hanya terjadi ketika bumi mengubah porosnya. Bulan dan matahari lahir pada saat yang bersamaan, dan bulan memantulkan sinar matahari dengan intensitas yang kuat, mengingatkan kita pada matahari kedua. Bagikan ini! sangat cantik! ! !",klarifikasi,berantai,lain,valid,,,
420,"Lagu ""corona"" dari Bimbo
Dulu hanya dianggap sebagai lagu biasa saja
Ternyata sekarang terbukti
Lagu 30 tahun yang lalu jadi kenyataan
Luar biasa
Subhanallah",salah,tidak berantai,lain,[false context],,,
421,"Indomaret memberikan 5000 voucher gratis senilai Rp 2.000.000 untuk merayakan ulang tahun ke-31. Saya baru saja menerima voucher saya. Disini:
https://0ne[dot]buzz/id-indomaret”

 ""*Indomaret* 🛒 memberikan 5000 voucher gratis senilai Rp 2.000.000 untuk merayakan ulang tahun ke-30. Saya baru saja menerima voucher saya 🎁
https://t.co/i13UEs27Md""
Indomaret memberikan 5000 voucher gratis senilai Rp 2.000.000 untuk merayakan ulang tahun ke-31. Saya baru saja menerima voucher saya. Disini:
🎁 https://to9.buzz/indomaret-id
Apa benar Indo Mart memberikan voucher hadiah sampai 2 juta rupiah

Indomaret memberikan 5000 voucher gratis senilai Rp 2.000.000 untuk merayakan ulang tahun ke-31. Saya baru saja menerima voucher saya. Disini:
🎁 https://to9.buzz/indomaret-id

 ""*Indomaret* 🛒 memberikan 5000 voucher gratis senilai Rp 2.000.000 untuk merayakan ulang tahun ke-30. Saya baru saja menerima voucher saya 🎁
https://t.co/i13UEs27Md""

""*Indomaret* 🛒 memberikan 5000 voucher gratis senilai Rp 2.000.000 untuk merayakan ulang tahun ke-30. *Saya baru saja menerima* voucher saya 🎁
https://t.co/i13UEs27Md""

Voucher indomaret

Indomaret beri 5000 gift voucher senilai Rp 800.000",salah,tidak berantai,ekonomi,[fabricated content],,kejahatan,penipuan
